id,name,developer,publisher,region,releaseDate,category,esrb,players,upc,board,sortName,UnitsSold
NES-6I-USA,G.I. Joe: The Atlantis Factor,KID,Capcom,NTSC (N. America),1992-03,Action & Adventure,Everyone,1,1.10E+11,NES-TLROM,G.I. JOE: THE ATLANTIS FACTOR,
NES-AG-USA,Galaga: Demons of Death,Namco,Bandai,NTSC (N. America),1988-09,Shooter,Everyone,2,8.54E+11,NES-NROM-256,GALAGA: DEMONS OF DEATH,
NES-Y5-USA,Galaxy 5000,Activision,Activision,NTSC (N. America),1991-02,Action & Adventure,Everyone,2,47875700154,NES-TLROM,GALAXY 5000,
NES-G2-USA,Gargoyle's Quest II: The Demon Darkness,Capcom,Capcom,NTSC (N. America),1992-10,Action & Adventure,Everyone,1,13388110292,NES-TLROM,GARGOYLE'S QUEST II: THE DEMON DARKNESS,
NES-GL-USA,Gauntlet,Tengen,Tengen,NTSC (N. America),1988,Arcade,Everyone,2,31763011118,NES-DRROM,GAUNTLET,
NES-2U-USA,Gauntlet II,Eastridge Technology,Mindscape,NTSC (N. America),1990-09,Arcade,Everyone,4,50047104780,NES-TSROM,GAUNTLET II,
NES-GE-USA,Gemfire,Koei,Koei,NTSC (N. America),1992-03,Strategy,Everyone,2,40198000369,NES-EKROM,GEMFIRE,
NES-GX-USA,Genghis Khan,Koei,Koei,NTSC (N. America),1990-01,Strategy,Everyone,4,40198000093,NES-SOROM,GENGHIS KHAN,
NES-KB-USA,George Foreman's KO Boxing,Beam Software,Acclaim Entertainment,NTSC (N. America),1992-12,Sports,Everyone,2,21481601050,ACCLAIM-MC-ACC,GEORGE FOREMAN'S KO BOXING,
NES-GB-USA,Ghostbusters,Bits Corporation,Activision,NTSC (N. America),1988-10,Action & Adventure,Everyone,1,47875701083,NES-CNROM,GHOSTBUSTERS,
NES-VV-USA,Ghostbusters II,Imagineering,Activision,NTSC (N. America),1990-04,Action & Adventure,Everyone,1,47875700062,NES-SLROM,GHOSTBUSTERS II,
NES-GG-USA,Ghosts 'n Goblins,Micronics,Capcom,NTSC (N. America),1986-11,Platformer,Everyone,2,13388110025,NES-UNROM,GHOSTS 'N GOBLINS,"1,640,000"
NES-Y3-USA,Ghoul School,Imagineering,Electro Brain,NTSC (N. America),1992-03,Action & Adventure,Everyone,1,99451041755,NES-SLROM,GHOUL SCHOOL,
NES-JG-USA,Goal!,TOSE,Jaleco,NTSC (N. America),1989-10,Sports,Everyone,2,7.18E+11,NES-SL3ROM,GOAL!,
NES-GT-USA,Goal! Two,TOSE,Jaleco,NTSC (N. America),1992-11,Sports,Everyone,2,32264900253,NES-TLSROM,GOAL! TWO,
NES-GZ-USA,Godzilla: Monster of Monsters,Compile,Toho,NTSC (N. America),1989-10,Action & Adventure,Everyone,1,5.69E+11,NES-SLROM,GODZILLA: MONSTER OF MONSTERS,
NES-7Z-USA,Godzilla 2: War of the Monsters,???,Toho,NTSC (N. America),1992-02,Action & Adventure,Everyone,1,91521100058,NES-SLROM,GODZILLA 2: WAR OF THE MONSTERS,
NES-GF-USA,Golf,Nintendo,Nintendo,NTSC (N. America),1985-10-18,Sports,Everyone,2,45496630102,NES-NROM-128,GOLF,"4,010,000"
NES-7G-USA,Golf Grand Slam,TOSE,Atlus,NTSC (N. America),1991-12,Sports,Everyone,4,7.31E+11,NES-SLROM,GOLF GRAND SLAM,
NES-G3-USA,Golgo 13: Top Secret Episode,Vic Tokai,Vic Tokai,NTSC (N. America),1988-09,Action & Adventure,Everyone,1,34912784512,NES-SLROM,GOLGO 13: TOP SECRET EPISODE,
NES-GU-USA,The Goonies II,Konami,Konami,NTSC (N. America),1987-11,Action & Adventure,Everyone,1,83717110064,NES-UNROM,GOONIES II,
NES-GC-USA,Gotcha! The Sport!,Atlus,LJN,NTSC (N. America),1987-11,Light-Gun,Everyone,1,23582051536,NES-CNROM,GOTCHA! THE SPORT!,
NES-GR-USA,Gradius,Konami,Konami,NTSC (N. America),1986-12,Shooter,Everyone,2,83717110019,NES-CNROM,GRADIUS,"1,000,000"
NES-GH-USA,The Great Waldo Search,Radiance,THQ,NTSC (N. America),1992-12,Puzzle,Everyone,2,7.20E+11,NES-SLROM,GREAT WALDO SEARCH,
NES-GP-USA,Greg Norman's Golf Power,Gremlin Interactive,Virgin Interactive,NTSC (N. America),1992-07,Sports,Everyone,4,52145800052,NES-SNROM,GREG NORMAN'S GOLF POWER,
NES-2Z-USA,Gremlins 2: The New Batch,Sunsoft,Sunsoft,NTSC (N. America),1990-10,Action & Adventure,Everyone,1,20763110143,NES-TKEPROM,GREMLINS 2: THE NEW BATCH,
NES-GD-USA,The Guardian Legend,Compile,Brøderbund,NTSC (N. America),1989-04,Action & Adventure,Everyone,1,47956145409,NES-UNROM,GUARDIAN LEGEND,
NES-GW-USA,Guerrilla War,SNK,SNK,NTSC (N. America),1989-06,Action & Adventure,Everyone,2,1149199105,NES-SLROM,GUERRILLA WAR,
NES-GS-USA,Gumshoe,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1986-06,Light-Gun,Everyone,1,4.73E+11,NES-GNROM,GUMSHOE,
NES-XG-USA,Gun-Nac,Compile,ASCII,NTSC (N. America),1991-09,Shooter,Everyone,1,93992010607,NES-TLROM,GUN-NAC,
NES-GK-USA,Gun Smoke,Capcom,Capcom,NTSC (N. America),1988-02,Shooter,Everyone,1,13388110094,NES-UNROM,GUN SMOKE,
NES-GY-USA,Gyromite,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1985-10-18,Robot,Everyone,2,8.65E+11,HVC-NROM-256,GYROMITE,"1,320,000"
NES-YS-USA,Gyruss,Konami,Ultra Games,NTSC (N. America),1989-02,Shooter,Everyone,1,83717120056,NES-CNROM,GYRUSS,
UNR-13-USA,Hammerin' Harry,Tamtex,Unreleased,NTSC (N. America),N/A,Platformer,N/A,N/A,N/A,N/A,HAMMERIN' HARRY,
NES-QH-USA,Harlem Globetrotters,Softie,GameTek,NTSC (N. America),1991-03,Sports,Everyone,2,43948513003,NES-SLROM,HARLEM GLOBETROTTERS,
NES-JZ-USA,Hatris,Bullet-Proof Software,Bullet-Proof Software,NTSC (N. America),1992-04,Puzzle,Everyone,1,7.16E+11,NES-SNROM,HATRIS,
NES-HV-USA,Heavy Barrel,Data East,Data East,NTSC (N. America),1990-03,Action & Adventure,Everyone,2,13252002142,NES-TLROM,HEAVY BARREL,
NES-WX-USA,Heavy Shreddin',Imagineering,Parker Brothers,NTSC (N. America),1990-06,Action & Adventure,Everyone,1,73000046019,NES-SLROM,HEAVY SHREDDIN',
NES-8H-USA,High Speed,Rare,Tradewest,NTSC (N. America),1991-07,Arcade,Everyone,4,31719199136,NES-TQROM,HIGH SPEED,
NES-HA-USA,Hogan's Alley,"Nintendo Research & Development 1, Intelligent Systems",Nintendo,NTSC (N. America),1985-10-18,Light-Gun,Everyone,1,45496630034,NES-NROM-128,HOGAN'S ALLEY,"1,270,000"
NES-HL-USA,Hollywood Squares,Rare,GameTek,NTSC (N. America),1989-09,Party,Everyone,2,43948530000,NES-UNROM,HOLLYWOOD SQUARES,
NES-6N-USA,Home Alone,Bethesda Softworks,THQ,NTSC (N. America),1991-10,Action & Adventure,Everyone,1,7.20E+11,NES-TSROM,HOME ALONE,
NES-HM-USA,Home Alone 2: Lost in New York,Imagineering,THQ,NTSC (N. America),1992-10,Action & Adventure,Everyone,1,7.20E+11,NES-TLROM,HOME ALONE 2: LOST IN NEW YORK,
NES-7Q-USA,Hook,Painting by Numbers,Sony Imagesoft,NTSC (N. America),1992-04,Action & Adventure,Everyone,1,90451106017,NES-SLROM,HOOK,
NES-2B-USA,Hoops,Aicom,Jaleco,NTSC (N. America),1989-06,Sports,Everyone,2,32264900055,NES-SL1ROM,HOOPS,
NES-Y4-USA,Hudson Hawk,Special FX,Sony Imagesoft,NTSC (N. America),1992-02,Action & Adventure,Everyone,1,90451104037,NES-SLROM,HUDSON HAWK,
NES-7H-USA,The Hunt for Red October,Beam Software,Hi Tech Expressions,NTSC (N. America),1991-01,Shooter,Everyone,1,87855000515,NES-TLROM,HUNT FOR RED OCTOBER,
NES-HS-USA,Hydlide,T&E Soft,FCI,NTSC (N. America),1989-06,Strategy,Everyone,1,22909100070,NES-NROM-256,HYDLIDE,"1,000,000"
NES-IC-USA,Ice Climber,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1985-10-18,Arcade,Everyone,2,45496630126,NES-NROM-128,ICE CLIMBER,"1,500,000"
NES-HY-USA,Ice Hockey,Nintendo Research & Development 2,Nintendo,NTSC (N. America),1988-03,Sports,Everyone,2,74720137155,NES-NROM-256,ICE HOCKEY,"2,420,000"
NES-IW-USA,Ikari Warriors,Micronics,SNK,NTSC (N. America),1987-05,Shooter,Everyone,2,91199006492,NES-UNROM,IKARI WARRIORS,
NES-VR-USA,Ikari Warriors II: Victory Road,Micronics,SNK,NTSC (N. America),1988-04,Shooter,Everyone,2,2.55E+11,NES-SGROM,IKARI WARRIORS II: VICTORY ROAD,
NES-3D-USA,Ikari Warriors III: The Rescue,SNK,SNK,NTSC (N. America),1991-02,Shooter,Everyone,2,18484255007,NES-SLROM,IKARI WARRIORS III: THE RESCUE,
NES-F9-USA,Image Fight,Lenar,Irem,NTSC (N. America),1990-07,Fighting,Everyone,2,7.16E+11,NES-TSROM,IMAGE FIGHT,
NES-E8-USA,The Immortal,Sandcastle,Electronic Arts,NTSC (N. America),1990-11,RPG,Everyone,1,14633070095,NES-TLROM,IMMORTAL,
NES-CQ-USA,The Incredible Crash Dummies,Software Creations,LJN,NTSC (N. America),1994-08,Action & Adventure,Everyone,2,23582051871,ACCLAIM-MC-ACC,INCREDIBLE CRASH DUMMIES,
NES-J5-USA,Indiana Jones and the Last Crusade,Software Creations,Taito,NTSC (N. America),1991-03,Action & Adventure,Everyone,1,1.02E+11,NES-SGROM,INDIANA JONES AND THE LAST CRUSADE,
NES-J5-USA,Indiana Jones and the Last Crusade,NMS Software,Ubisoft,NTSC (N. America),1991-03,Action & Adventure,Everyone,1,1.02E+11,NES-SGROM,INDIANA JONES AND THE LAST CRUSADE,
NES-IJ-USA,Indiana Jones and the Temple of Doom,Tengen,Mindscape,NTSC (N. America),1988-12,Action & Adventure,Everyone,1,31763014126,NES-TFROM,INDIANA JONES AND THE TEMPLE OF DOOM,
NES-IF-USA,Infiltrator,Chris Gray Enterprises,Mindscape,NTSC (N. America),1990-01,Action & Adventure,Everyone,1,50047103103,NES-TLROM,INFILTRATOR,
UNR-14-USA,International Cricket,Beam Software,Unreleased,NTSC (N. America),N/A,Sports,N/A,N/A,N/A,N/A,INTERNATIONAL CRICKET,
NES-IT-USA,Iron Tank: The Invasion of Normandy,SNK,SNK,NTSC (N. America),1988-07,Action & Adventure,Everyone,1,18484165009,NES-SLROM,IRON TANK: THE INVASION OF NORMANDY,
NES-IR-USA,Ironsword: Wizards & Warriors II,Zippo Games,Acclaim Entertainment,NTSC (N. America),1989-12,Platformer,Everyone,1,21481106012,NES-AOROM,IRONSWORD: WIZARDS & WARRIORS II,
NES-W6-USA,Isolated Warrior,KID,NTVIC,NTSC (N. America),1991-02,Shooter,Everyone,1,97933100020,NES-TLROM,ISOLATED WARRIOR,
NES-WU-USA,Ivan 'Ironman' Stewart's Super Off Road,Rare,Tradewest,NTSC (N. America),1990-04,Racing,Everyone,4,3171919892,NES-AMROM,IVAN 'IRONMAN' STEWART'S SUPER OFF ROAD,
NES-JC-USA,Jack Nicklaus' Greatest 18 Holes of Major Championship Golf,Sculptured Software,Konami,NTSC (N. America),1990-03,Sports,Everyone,4,83717110170,KONAMI-UNROM,JACK NICKLAUS' GREATEST 18 HOLES OF MAJOR CHAMPIONSHIP GOLF,
NES-JK-USA,Jackal,Konami,Konami,NTSC (N. America),1988-09,Action & Adventure,Everyone,2,83717110101,NES-UNROM,JACKAL,
NES-V5-USA,Jackie Chan's Action Kung Fu,Now Production,Hudson Soft,NTSC (N. America),1990-12,Action & Adventure,Everyone,1,39854000119,NES-TLROM,JACKIE CHAN'S ACTION KUNG FU,
NES-JB-USA,James Bond Jr.,Eurocom,THQ,NTSC (N. America),1992-11,Action & Adventure,Everyone,1,7.20E+11,NES-TLROM,JAMES BOND JR.,
NES-JA-USA,Jaws,Escape/Westone,LJN,NTSC (N. America),1987-11,Shooter,Everyone,1,23582051567,NES-CNROM,JAWS,
NES-JP-USA,Jeopardy!,Rare,GameTek,NTSC (N. America),1988-09,Party,Everyone,3,43948520001,NES-AOROM,JEOPARDY!,
NES-J3-USA,Jeopardy! 25th Anniversary Edition,Rare,GameTek,NTSC (N. America),1990-06,Party,Everyone,3,43948520025,NES-ANROM,JEOPARDY! 25TH ANNIVERSARY EDITION,
NES-J2-USA,Jeopardy! Junior Edition,Rare,GameTek,NTSC (N. America),1989-10,Party,Everyone,3,43948520018,NES-ANROM,JEOPARDY! JUNIOR EDITION,
NES-JN-USA,The Jetsons: Cogswell's Caper!,Natsume,Taito,NTSC (N. America),1992-12,Action & Adventure,Everyone,1,20588010536,NES-TLROM,JETSONS: COGSWELL'S CAPER!,
NES-JT-USA,Jimmy Connors Tennis,NMS Software,Ubisoft,NTSC (N. America),1993-11,Sports,Everyone,2,8888060888,NES-UNROM,JIMMY CONNORS TENNIS,
NES-CJ-USA,Joe & Mac,Elite Systems,Data East,NTSC (N. America),1992-12,Action & Adventure,Everyone,2,13252002272,NES-TLROM,JOE & MAC,
NES-JQ-USA,John Elway's Quarterback,Rare,Tradewest,NTSC (N. America),1989-03,Sports,Everyone,2,31719198849,NES-CNROM,JOHN ELWAY'S QUARTERBACK,
NES-OE-USA,Jordan vs. Bird: One on One,Rare,Milton Bradley Company,NTSC (N. America),1989-08,Sports,Everyone,2,32244049804,NES-UNROM,JORDAN VS. BIRD: ONE ON ONE,
NES-4S-USA,Journey to Silius,Sunsoft,Sunsoft,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,20763110136,NES-SLROM,JOURNEY TO SILIUS,
NES-JU-USA,Joust,HAL Laboratory,HAL America,NTSC (N. America),1988-10,Arcade,Everyone,2,40458200010,NES-CNROM,JOUST,
NES-J9-USA,Jurassic Park,Ocean Software,Ocean Software,NTSC (N. America),1993-06,Action & Adventure,Everyone,1,20295010096,NES-TSROM,JURASSIC PARK,
NES-3K-USA,Kabuki: Quantum Fighter,Human Entertainment,HAL America,NTSC (N. America),1991-01,Action & Adventure,Everyone,1,40458233117,NES-TLROM,KABUKI: QUANTUM FIGHTER,
NES-KC-USA,Karate Champ,"Data East, Sakata SAS",Data East,NTSC (N. America),1986-11,Fighting,Everyone,2,13252002029,NES-CNROM,KARATE CHAMP,
NES-KK-USA,The Karate Kid,Atlus,LJN,NTSC (N. America),1987-11,Action & Adventure,Everyone,2,91199005150,NES-CNROM,KARATE KID,
NES-KV-USA,Karnov,"Data East, Sakata SAS",Data East,NTSC (N. America),1988-01,Platformer,Everyone,1,4.73E+11,NES-DE1ROM,KARNOV,
NES-8K-USA,Kick Master,KID,Taito,NTSC (N. America),1992-01,Action & Adventure,Everyone,1,20588010383,NES-TLROM,KICK MASTER,
UNR-15-USA,Kick Off,Enigma Variations,Unreleased,NTSC (N. America),N/A,Sports,N/A,N/A,N/A,N/A,KICK OFF,
NES-QC-USA,Kickle Cubicle,Irem,Irem,NTSC (N. America),1990-09,Puzzle,Everyone,1,7.16E+11,NES-TLROM,KICKLE CUBICLE,
NES-KI-USA,Kid Icarus,"Nintendo Research & Development 1, TOSE",Nintendo,NTSC (N. America),1987-07,Action & Adventure,Everyone,1,45496630355,NES-SNROM,KID ICARUS,"1,760,000"
NES-NM-USA,Kid Klown in Night Mayor World,Kemco,Kemco,NTSC (N. America),1993-04,Action & Adventure,Everyone,1,7.42E+11,NES-TSROM,KID KLOWN IN NIGHT MAYOR WORLD,
NES-KX-USA,Kid Kool,Vic Tokai,Vic Tokai,NTSC (N. America),1990-03,Action & Adventure,Everyone,1,34912784628,NES-UNROM,KID KOOL,
NES-KD-USA,Kid Niki: Radical Ninja,TOSE,Data East,NTSC (N. America),1987-11,Action & Adventure,Everyone,2,13252002067,NES-SGROM,KID NIKI: RADICAL NINJA,
NES-KG-USA,King's Knight,"Square, Workss",Square,NTSC (N. America),1989-09,Strategy,Everyone,1,94689191012,NES-CNROM,KING'S KNIGHT,
NES-8Q-USA,King's Quest V: Absence Makes the Heart Go Yonder!,Novotrade International,Konami,NTSC (N. America),1992-06,Action & Adventure,Everyone,1,83717110262,NES-TSROM,KING'S QUEST V: ABSENCE MAKES THE HEART GO YONDER!,
NES-VH-USA,Kings of the Beach,Konami,Ultra Games,NTSC (N. America),1990-01,Sports,Everyone,4,83717120070,NES-CNROM,KINGS OF THE BEACH,
NES-KR-USA,Kirby's Adventure,HAL Laboratory,Nintendo,NTSC (N. America),1993-05,Platformer,Everyone,1,45496630720,NES-TKEPROM,KIRBY'S ADVENTURE,"1,750,000"
NES-2K-USA,Kiwi Kraze,Software Creations,Taito,NTSC (N. America),1991-03,Platformer,Everyone,2,20588010208,NES-TLROM,KIWI KRAZE,
NES-4K-USA,KlashBall,The Bitmap Brothers,SOFEL,NTSC (N. America),1991-07,Action & Adventure,Everyone,2,93295911014,NES-UNROM,KLASHBALL,
NES-NR-USA,Knight Rider,Pack-In-Video,Acclaim Entertainment,NTSC (N. America),1989-12,Action & Adventure,Everyone,1,3.62E+11,NES-SC1ROM,KNIGHT RIDER,
UNR-16-USA,Konami Hyper Soccer,Konami,Unreleased,NTSC (N. America),N/A,Sports,N/A,N/A,N/A,N/A,KONAMI HYPER SOCCER,
NES-VF-USA,The Krion Conquest,Vic Tokai,Vic Tokai,NTSC (N. America),1991-01,Action & Adventure,Everyone,1,34912784666,NES-TLROM,KRION CONQUEST,
NES-KF-USA,Krusty's Fun House,Audiogenic,Acclaim Entertainment,NTSC (N. America),1992-09,Puzzle,Everyone,1,21481107019,NES-TLROM,KRUSTY'S FUN HOUSE,
NES-SX-USA,Kung Fu,Nintendo,Nintendo,NTSC (N. America),1985-10-18,Action & Adventure,Everyone,2,45496630119,NES-NROM-256,KUNG FU,"3,500,000"
NES-CE-USA,Kung-Fu Heroes,Culture Brain,Culture Brain,NTSC (N. America),1989-03,Action & Adventure,Everyone,2,47743890017,NES-CNROM,KUNG-FU HEROES,
NES-8G-USA,Laser Invasion,Konami,Konami,NTSC (N. America),1991-06,Shooter,Everyone,1,83717110200,NES-ELROM,LASER INVASION,
NES-LA-USA,Last Action Hero,Teeny Weeny Games,Sony Imagesoft,NTSC (N. America),1993-10,Action & Adventure,Everyone,1,90451106024,NES-TLROM,LAST ACTION HERO,
NES-J7-USA,The Last Ninja,Beam Software,Jaleco,NTSC (N. America),1991-02,Action & Adventure,Everyone,1,32264900154,NES-TLROM,LAST NINJA,
NES-LM-USA,The Last Starfighter,Andrew Braybrook,Mindscape,NTSC (N. America),1990-06,Action & Adventure,Everyone,2,50047104490,NES-CNROM,LAST STARFIGHTER,
NES-FI-USA,Lee Trevino's Fighting Golf,SNK,SNK,NTSC (N. America),1988-09,Sports,Everyone,4,18484175008,NES-SLROM,LEE TREVINO'S FIGHTING GOLF,
NES-LC-USA,Legacy of the Wizard,Nihon Falcom,Brøderbund,NTSC (N. America),1989-04,Action & Adventure,Everyone,1,47956144402,NES-TFROM,LEGACY OF THE WIZARD,
NES-KA-USA,The Legend of Kage,Taito,Taito,NTSC (N. America),1987-08,Action & Adventure,Everyone,2,20588010024,NES-CNROM,LEGEND OF KAGE,
UNR-17-USA,The Legend of Prince Valiant,Ocean Software,Unreleased,NTSC (N. America),N/A,Action & Adventure,N/A,N/A,N/A,N/A,LEGEND OF PRINCE VALIANT,
NES-LL-USA,Legend of the Ghost Lion,Kemco,Kemco,NTSC (N. America),1992-10,RPG,Everyone,1,7.42E+11,NES-SKROM,LEGEND OF THE GHOST LION,
NES-ZL-USA,The Legend of Zelda,Nintendo Research & Development 4,Nintendo,NTSC (N. America),1987-07-01,Action & Adventure,Everyone,1,45496630324,NES-SNROM,LEGEND OF ZELDA,"6,510,000"
NES-LE-USA,Legendary Wings,Capcom,Capcom,NTSC (N. America),1988-07,Shooter,Everyone,2,13388110063,NES-UNROM,LEGENDARY WINGS,
NES-8L-USA,Legends of the Diamond,TOSE,Bandai,NTSC (N. America),1992-01,Sports,Everyone,2,45557072803,NES-TLROM,LEGENDS OF THE DIAMOND,
NES-LG-USA,Lemmings,Ocean Software,Sunsoft,NTSC (N. America),1992-11,Programmable,Everyone,1,20763110266,NES-SLROM,LEMMINGS,
NES-QV-USA,L'Empereur,Koei,Koei,NTSC (N. America),1991-11,Strategy,Everyone,1,40198000215,NES-ETROM,L'EMPEREUR,
UNR-18-USA,Les Chevaliers du Zodiaque: La Légende d'or,TOSE,Unreleased,NTSC (N. America),N/A,Action & Adventure,N/A,N/A,N/A,N/A,LES CHEVALIERS DU ZODIAQUE: LA LÉGENDE D'OR,
NES-LY-USA,Lethal Weapon,Eurocom,Ocean Software,NTSC (N. America),1993-04,Action & Adventure,Everyone,1,20295010058,NES-SLROM,LETHAL WEAPON,
NES-LF-USA,Life Force,Konami,Konami,NTSC (N. America),1988-08,Shooter,Everyone,2,83717110118,KONAMI-UNROM,LIFE FORCE,
NES-KQ-USA,Little League Baseball: Championship Series,SNK,SNK,NTSC (N. America),1990-07,Sports,Everyone,2,18484235009,NES-SLROM,LITTLE LEAGUE BASEBALL: CHAMPIONSHIP SERIES,
NES-LN-USA,Little Nemo: The Dream Master,Capcom,Capcom,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,13388110223,NES-TLROM,LITTLE NEMO: THE DREAM MASTER,
NES-C2-USA,Little Ninja Brothers,Culture Brain,Culture Brain,NTSC (N. America),1990-12,Action & Adventure,Everyone,2,47743900051,NES-TLROM,LITTLE NINJA BROTHERS,
NES-LT-USA,Little Samson,Takeru,Taito,NTSC (N. America),1992-11,Action & Adventure,Everyone,1,20588010611,NES-TLROM,LITTLE SAMSON,
NES-LO-USA,Lode Runner,Hudson Soft,Brøderbund,NTSC (N. America),1987-09,Platformer,Everyone,2,4.73E+11,NES-NROM-128,LODE RUNNER,"1,500,000"
NES-6L-USA,The Lone Ranger,Konami,Konami,NTSC (N. America),1991-08,Action & Adventure,Everyone,1,83717110224,NES-TLROM,LONE RANGER,
NES-L8-USA,Loopz,"Audiogenic, Milestone srl",Mindscape,NTSC (N. America),1990-10,Puzzle,Everyone,2,50047104797,NES-UNROM,LOOPZ,
NES-L7-USA,Low G Man: The Low Gravity Man,KID,Taxan,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,45496430115,NES-TLROM,LOW G MAN: THE LOW GRAVITY MAN,
NES-LP-USA,Lunar Pool,Compile,FCI,NTSC (N. America),1987-10,Sports,Everyone,2,22909100018,NES-NROM-128,LUNAR POOL,
NES-4Q-USA,M.C. Kids,Virgin Interactive,Virgin Interactive,NTSC (N. America),1992-02,Action & Adventure,Everyone,2,52145800076,NES-TSROM,M.C. KIDS,
NES-L6-USA,M.U.L.E.,Eastridge Technology,Mindscape,NTSC (N. America),1990-09,Action & Adventure,Everyone,4,50047104810,NES-SNROM,M.U.L.E.,
NES-MS-USA,M.U.S.C.L.E.,TOSE,Bandai,NTSC (N. America),1986-10,Action & Adventure,Everyone,2,45557872007,NES-NROM-128,M.U.S.C.L.E.,
NES-MR-USA,Mach Rider,Nintendo,Nintendo,NTSC (N. America),1985-10-18,Programmable,Everyone,1,50428085455,NES-NROM-256,MACH RIDER,
NES-3M-USA,Mad Max,Mindscape,Mindscape,NTSC (N. America),1990-07,Action & Adventure,Everyone,1,50047104728,NES-TLROM,MAD MAX,
NES-M4-USA,The Mafat Conspiracy: Golgo II,Aicom,Vic Tokai,NTSC (N. America),1990-06,Action & Adventure,Everyone,1,34912784642,NES-TLROM,MAFAT CONSPIRACY: GOLGO II,
NES-4R-USA,Magic Darts,SETA,Romstar,NTSC (N. America),1991-09,Sports,Everyone,4,95474190104,NES-SLRROM,MAGIC DARTS,
NES-JF-USA,Magic Johnson's Fast Break,Software Creations,Tradewest,NTSC (N. America),1990-03,Sports,Everyone,4,31719198917,NES-SCROM,MAGIC JOHNSON'S FAST BREAK,
NES-AS-USA,The Magic of Scheherazade,Culture Brain,Culture Brain,NTSC (N. America),1989-12,Action & Adventure,Everyone,1,47743890048,NES-SLROM,MAGIC OF SCHEHERAZADE,
NES-XD-USA,Magician,Eurocom,Taxan,NTSC (N. America),1991-02,Action & Adventure,Everyone,1,40886151908,NES-TKEPROM,MAGICIAN,
NES-MM-USA,MagMax,Nihon Bussan,FCI,NTSC (N. America),1988-10,Action & Adventure,Everyone,2,22909100056,NES-NROM-256,MAGMAX,
UNR-19-USA,Mah Jong,Nintendo,Unreleased,NTSC (N. America),N/A,Puzzle,N/A,N/A,N/A,N/A,MAH JONG,"2,140,000"
NES-BS-USA,Major League Baseball,Atlus,LJN,NTSC (N. America),1988-04,Sports,Everyone,2,23582051543,NES-CNROM,MAJOR LEAGUE BASEBALL,
NES-JM-USA,Maniac Mansion,Lucasfilm Games,Jaleco,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,32264900123,NES-SNROM,MANIAC MANSION,
NES-YD-USA,Mappy-Land,TOSE,Taxan,NTSC (N. America),1989-04,Action & Adventure,Everyone,1,6.31E+11,NES-TFROM,MAPPY-LAND,
NES-MV-USA,Marble Madness,Rare,Milton Bradley Company,NTSC (N. America),1989-03,Puzzle,Everyone,2,32244048807,NES-ANROM,MARBLE MADNESS,
NES-MA-USA,Mario Bros.,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1986-06,Platformer,Everyone,2,80813200262,NES-NROM-128,MARIO BROS.,
UNR-20-USA,Mario Bros. (Classic Series),Nintendo Research & Development 1,Unreleased,NTSC (N. America),N/A,Arcade,N/A,N/A,N/A,N/A,MARIO BROS. (CLASSIC SERIES),
NES-MQ-USA,Mario Is Missing!,Radical Entertainment,Software Toolworks,NTSC (N. America),1993-07,Action & Adventure,Everyone,1,50047109532,NES-TLROM,MARIO IS MISSING!,
NES-TM-USA,Mario's Time Machine,Radical Entertainment,Software Toolworks,NTSC (N. America),1994-06,Action & Adventure,Everyone,1,50047113874,NES-TLROM,MARIO'S TIME MACHINE,
NES-A6-USA,Mechanized Attack,SNK,SNK,NTSC (N. America),1990-06,Fighting,Everyone,1,6.13E+11,NES-SCROM,MECHANIZED ATTACK,
NES-MN-USA,Mega Man,Capcom,Capcom,NTSC (N. America),1987-12,Platformer,Everyone,1,13388110070,NES-UNROM,MEGA MAN,
NES-XR-USA,Mega Man 2,Capcom,Capcom,NTSC (N. America),1989-06,Platformer,Everyone,1,13388110117,NES-SGROM,MEGA MAN 2,"1,510,000"
NES-XU-USA,Mega Man 3,Capcom,Capcom,NTSC (N. America),1990-11,Platformer,Everyone,1,13388110254,NES-TKEPROM,MEGA MAN 3,"1,080,000"
NES-4V-USA,Mega Man 4,Capcom,Capcom,NTSC (N. America),1992-01,Platformer,Everyone,1,13388110308,NES-TGROM,MEGA MAN 4,
NES-MZ-USA,Mega Man 5,Capcom,Capcom,NTSC (N. America),1992-12,Platformer,Everyone,1,13388110353,NES-TLROM,MEGA MAN 5,
NES-G6-USA,Mega Man 6,Capcom,Nintendo,NTSC (N. America),1994-03,Platformer,Everyone,1,45496630768,NES-TGROM,MEGA MAN 6,
NES-6H-USA,Mendel Palace,Game Freak,Hudson Soft,NTSC (N. America),1990-10,Action & Adventure,Everyone,2,39854000096,NES-TLROM,MENDEL PALACE,
NES-ME-USA,Metal Gear,Konami,Ultra Games,NTSC (N. America),1988-06,Action & Adventure,Everyone,1,83717120018,KONAMI-UNROM,METAL GEAR,"1,000,000"
