id,name,developer,publisher,region,releaseDate,category,esrb,players,upc,board,sortName,UnitsSold
NES-LX-USA,Solstice: The Quest for the Staff of Demnos,Software Creations,CSG Imagesoft,NTSC (N. America),1990-06,Action & Adventure,Everyone,1,90451104013,NES-ANROM,SOLSTICE: THE QUEST FOR THE STAFF OF DEMNOS,
NES-6A-USA,Space Shuttle Project,Imagineering,Absolute Entertainment,NTSC (N. America),1991-11,Programmable,Everyone,1,18706207937,NES-SGROM,SPACE SHUTTLE PROJECT,
NES-SU-USA,Spelunker,"Tamtex, TOSE",Brøderbund,NTSC (N. America),1987-09,Action & Adventure,Everyone,1,47956118403,NES-NROM-256,SPELUNKER,
NES-RX-USA,Spider-Man: Return of the Sinister Six,Bits Studios,LJN,NTSC (N. America),1992-10,Action & Adventure,Everyone,1,23582051888,ACCLAIM-MC-ACC,SPIDER-MAN: RETURN OF THE SINISTER SIX,
NES-3P-USA,Spot: The Video Game,Virgin Mastertronic,Arcadia Systems,NTSC (N. America),1990-09,Action & Adventure,Everyone,4,52145800007,NES-SNROM,SPOT: THE VIDEO GAME,
NES-HU-USA,Spy Hunter,Sunsoft,Sunsoft,NTSC (N. America),1987-09,Racing,Everyone,1,1.99E+11,NES-CNROM,SPY HUNTER,
NES-SP-USA,Spy vs. Spy,Kemco,Kemco*Seika,NTSC (N. America),1988-10,Action & Adventure,Everyone,2,44499000011,NES-NROM-256,SPY VS. SPY,
NES-SQ-USA,Sqoon,Home Data,Irem,NTSC (N. America),1987-09,Action & Adventure,Everyone,1,47956700400,NES-NROM-256,SQOON,
NES-BL-USA,Stack-Up,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1985-10-18,Robot,Everyone,1,45496630164,HVC-NROM-256,STACK-UP,
NES-SD-USA,Stadium Events,Human Entertainment,Bandai,NTSC (N. America),1987-09,Sports,Everyone,2,45557873059,NES-CNROM,STADIUM EVENTS,
NES-SS-USA,Stanley: The Search for Dr. Livingston,Sculptured Software,Electro Brain,NTSC (N. America),1992-10,Action & Adventure,Everyone,1,99451613624,NES-TLROM,STANLEY: THE SEARCH FOR DR. LIVINGSTON,
NES-FO-USA,Star Force,Hudson Soft,Tecmo,NTSC (N. America),1987-11,Action & Adventure,Everyone,1,18946110042,HVC-CNROM,STAR FORCE,
NES-SO-USA,Star Soldier,Hudson Soft,Taxan,NTSC (N. America),1989-01,Shooter,Everyone,1,40886782799,NES-CNROM,STAR SOLDIER,
NES-8Z-USA,Star Trek: 25th Anniversary,Interplay Entertainment,Ultra Games,NTSC (N. America),1992-02,Action & Adventure,Everyone,1,83717120179,NES-TLROM,STAR TREK: 25TH ANNIVERSARY,
NES-NX-USA,Star Trek: The Next Generation,Imagineering,Absolute Entertainment,NTSC (N. America),1993-09,Action & Adventure,Everyone,1,18706206930,NES-UNROM,STAR TREK: THE NEXT GENERATION,
NES-SV-USA,Star Voyager,ASCII,Acclaim Entertainment,NTSC (N. America),1987-09,Action & Adventure,Everyone,1,21481101017,NES-CNROM,STAR VOYAGER,
NES-7V-USA,Star Wars,Beam Software,JVC,NTSC (N. America),1991-11,Action & Adventure,Everyone,1,9119910125,NES-TKEPROM,STAR WARS,
NES-EK-USA,Star Wars: The Empire Strikes Back,Sculptured Software,JVC,NTSC (N. America),1992-03,Action & Adventure,Everyone,1,9119910149,NES-TLROM,STAR WARS: THE EMPIRE STRIKES BACK,
NES-HH-USA,Starship Hector,Hudson Soft,Hudson Soft,NTSC (N. America),1990-06,Shooter,Everyone,1,39854000041,NES-UNROM,STARSHIP HECTOR,
NES-OC-USA,StarTropics,"Nintendo Research & Development 3, Locomotive Corporation",Nintendo,NTSC (N. America),1990-12,Action & Adventure,Everyone,1,45496630508,NES-HKROM,STARTROPICS,
NES-LH-USA,Stealth ATF,Imagineering,Activision,NTSC (N. America),1989-10,Shooter,Everyone,2,3.00E+11,NES-SLROM,STEALTH ATF,
NES-SR-USA,Stinger,Konami,Konami,NTSC (N. America),1987-09,Shooter,Everyone,2,6.05E+11,NES-UNROM,STINGER,
NES-EC-USA,Street Cop,Human Entertainment,Bandai,NTSC (N. America),1989-06,Action & Adventure,Everyone,1,45557077105,NES-SLROM,STREET COP,
NES-YA-USA,Street Fighter 2010: The Final Fight,Capcom,Capcom,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,13388110124,NES-TLROM,STREET FIGHTER 2010: THE FINAL FIGHT,
NES-HX-USA,Strider,Capcom,Capcom,NTSC (N. America),1989-07,Platformer,Everyone,1,13388110131,NES-SGROM,STRIDER,
NES-UE-USA,Super C ,Konami,Konami,NTSC (N. America),1990-04,Shooter,Everyone,2,83717110187,KONAMI-TLROM,SUPER C ,
NES-6S-USA,Super Cars,Magnetic Fields,Electro Brain,NTSC (N. America),1991-02,Racing,Everyone,1,23462851089,NES-UNROM,SUPER CARS,
NES-ND-USA,Super Dodge Ball,Techn?s Japan,CSG Imagesoft,NTSC (N. America),1989-06,Sports,Everyone,2,90451102019,NES-SLROM,SUPER DODGE BALL,
NES-5L-USA,Super Glove Ball,Rare,Mattel,NTSC (N. America),1990-10,Action & Adventure,Everyone,1,74299045226,NES-UNROM,SUPER GLOVE BALL,
NES-7J-USA,Super Jeopardy!,Imagitec,GameTek,NTSC (N. America),1991-09,Party,Everyone,4,43948520049,NES-SLROM,SUPER JEOPARDY!,
NES-SM-USA,Super Mario Bros.,Nintendo Research & Development 4,Nintendo,NTSC (N. America),1985-09-13,Platformer,Everyone,2,45496734060,NES-NROM-256,SUPER MARIO BROS.,"40,240,000"
NES-MH-USA,Super Mario Bros./Duck Hunt,Nintendo,Nintendo,NTSC (N. America),1988-11,Action & Adventure,Everyone,2,24634562468,NES-MHROM,SUPER MARIO BROS./DUCK HUNT,
NES-WH-USA,Super Mario Bros./Duck Hunt/World Class Track Meet,"Nintendo, Human Entertainment",Nintendo,NTSC (N. America),1990-12,Action & Adventure,Everyone,2,7.67E+11,NES-SFROM,SUPER MARIO BROS./DUCK HUNT/WORLD CLASS TRACK MEET,
UNR-32-USA,Super Mario Bros./Tetris/Nintendo World Cup,"Nintendo, Techn?s Japan",Unreleased,NTSC (N. America),N/A,Action & Adventure,N/A,N/A,N/A,N/A,SUPER MARIO BROS./TETRIS/NINTENDO WORLD CUP,
NES-MW-USA,Super Mario Bros. 2,Nintendo Research & Development 4,Nintendo,NTSC (N. America),1988-10-09,Platformer,Everyone,2,45496630386,NES-TSROM,SUPER MARIO BROS. 2,"7,460,000"
NES-UM-USA,Super Mario Bros. 3,Nintendo Research & Development 4,Nintendo,NTSC (N. America),1990-02-12,Platformer,Everyone,2,45496630584,NES-TSROM,SUPER MARIO BROS. 3,"18,000,000"
NES-PI-USA,Super Pitfall,Micronics,Activision,NTSC (N. America),1987-11,Platformer,Everyone,2,94779,NES-UNROM,SUPER PITFALL,
NES-VJ-USA,Super Spike V'Ball,Techn?s Japan,Nintendo,NTSC (N. America),1990-02,Sports,Everyone,4,45496630560,NES-TLROM,SUPER SPIKE V'BALL,
NES-QJ-USA,Super Spike V'Ball/Nintendo World Cup,"Nintendo, Techn?s Japan",Nintendo,NTSC (N. America),1990-12,Sports,Everyone,4,9.11E+11,NES-QJ,SUPER SPIKE V'BALL/NINTENDO WORLD CUP,
NES-UY-USA,Super Spy Hunter,Sunsoft,Sunsoft,NTSC (N. America),1992-02,Racing,Everyone,1,20763110112,NES-TLROM,SUPER SPY HUNTER,
NES-UN-USA,Super Team Games,Human Entertainment,Nintendo,NTSC (N. America),1988-11,Sports,Everyone,1,45496630454,NES-CNROM,SUPER TEAM GAMES,
UNR-33-USA,Super Turrican,Manfred Trenz,Unreleased,NTSC (N. America),N/A,Shooter,N/A,N/A,N/A,N/A,SUPER TURRICAN,
NES-SN-USA,Superman,Kemco,Kemco*Seika,NTSC (N. America),1988-12,Action & Adventure,Everyone,1,44499000035,NES-SLROM,SUPERMAN,
NES-SW-USA,Swamp Thing,Imagineering,THQ,NTSC (N. America),1992-12,Action & Adventure,Everyone,1,7.20E+11,NES-SLROM,SWAMP THING,
NES-8S-USA,Sword Master,Athena,Activision,NTSC (N. America),1992-01,Action & Adventure,Everyone,1,5.21E+11,NES-TLROM,SWORD MASTER,
NES-WP-USA,Swords and Serpents,Interplay Entertainment,Acclaim Entertainment,NTSC (N. America),1990-08,Action & Adventure,Everyone,4,21481103059,NES-UNROM,SWORDS AND SERPENTS,
NES-OO-USA,Taboo: The Sixth Sense,Rare,Tradewest,NTSC (N. America),1989-04,Party,Everyone,1,31719198856,NES-SEROM,TABOO: THE SIXTH SENSE,
NES-TT-USA,Tag Team Wrestling,"Data East, Sakata SAS",Data East,NTSC (N. America),1986-10,Sports,Everyone,2,13252002050,NES-NROM-256,TAG TEAM WRESTLING,
NES-68-USA,TaleSpin,Capcom,Capcom,NTSC (N. America),1991-12,Action & Adventure,Everyone,1,33500753008,NES-SLROM,TALESPIN,
NES-NE-USA,Target: Renegade,Software Creations,Taito,NTSC (N. America),1990-03,Action & Adventure,Everyone,1,2.01E+11,NES-SLROM,TARGET: RENEGADE,
NES-TL-USA,Tecmo Baseball,Tecmo,Tecmo,NTSC (N. America),1989-01,Sports,Everyone,2,18946110066,NES-SGROM,TECMO BASEBALL,
NES-TW-USA,Tecmo Bowl,Tecmo,Tecmo,NTSC (N. America),1989-02,Sports,Everyone,2,18946110059,NES-SLROM,TECMO BOWL,
NES-TP-USA,Tecmo Cup Soccer Game,Tecmo,Tecmo,NTSC (N. America),1992-09,Sports,Everyone,1,18946110141,NES-SLROM,TECMO CUP SOCCER GAME,
NES-BK-USA,Tecmo NBA Basketball,Sculptured Software,Tecmo,NTSC (N. America),1992-11,Sports,Everyone,2,18946110158,NES-TKROM,TECMO NBA BASKETBALL,
NES-4U-USA,Tecmo Super Bowl,Tecmo,Tecmo,NTSC (N. America),1991-12,Sports,Everyone,2,18946110127,NES-TKEPROM,TECMO SUPER BOWL,
UNR-34-USA,Tecmo World Cup Soccer,Tecmo,Unreleased,NTSC (N. America),N/A,Sports,N/A,N/A,N/A,N/A,TECMO WORLD CUP SOCCER,
NES-PZ-USA,Tecmo World Wrestling,Tecmo,Tecmo,NTSC (N. America),1990-04,Sports,Everyone,2,18946110080,NES-SLROM,TECMO WORLD WRESTLING,
NES-U2-USA,Teenage Mutant Ninja Turtles,Konami,Ultra Games,NTSC (N. America),1989-06,Action & Adventure,Everyone,1,83717120032,KONAMI-SLROM,TEENAGE MUTANT NINJA TURTLES,
NES-2N-USA,Teenage Mutant Ninja Turtles II: The Arcade Game,Konami,Ultra Games,NTSC (N. America),1990-12,Action & Adventure,Everyone,2,8.03E+11,NES-TLROM,TEENAGE MUTANT NINJA TURTLES II: THE ARCADE GAME,
NES-T3-USA,Teenage Mutant Ninja Turtles III: The Manhattan Project,Konami,Konami,NTSC (N. America),1992-02,Action & Adventure,Everyone,2,83717110279,NES-TLROM,TEENAGE MUTANT NINJA TURTLES III: THE MANHATTAN PROJECT,
NES-TF-USA,Teenage Mutant Ninja Turtles: Tournament Fighters,Konami,Konami,NTSC (N. America),1994-02,Fighting,Everyone,2,83717110354,NES-TLROM,TEENAGE MUTANT NINJA TURTLES: TOURNAMENT FIGHTERS,
NES-TE-USA,Tennis,"Nintendo Research & Development 1, Intelligent Systems",Nintendo,NTSC (N. America),1985-10-18,Sports,Everyone,2,75470390289,NES-NROM-128,TENNIS,"2,170,000"
NES-NA-USA,The Terminator,Radical Entertainment,Mindscape,NTSC (N. America),1992-12,Action & Adventure,Everyone,1,50047106807,NES-TLROM,TERMINATOR,
NES-62-USA,Terminator 2: Judgment Day,Software Creations,LJN,NTSC (N. America),1992-02,Action & Adventure,Everyone,1,23582051833,ACCLAIM-MC-ACC,TERMINATOR 2: JUDGMENT DAY,
NES-TQ-USA,Terra Cresta,Nihon Bussan,Vic Tokai,NTSC (N. America),1990-03,Action & Adventure,Everyone,2,92091300367,NES-UNROM,TERRA CRESTA,
NES-EI-USA,Tetris,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1989-11,Puzzle,Everyone,1,45496630539,NES-SEROM,TETRIS,"8,000,000"
NES-TS-USA,Tetris 2,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1993-10,Puzzle,Everyone,2,45496630737,NES-TSROM,TETRIS 2,
NES-3T-USA,The Three Stooges,Beam Software,Activision,NTSC (N. America),1989-10,Action & Adventure,Everyone,1,47875700093,NES-SLROM,THREE STOOGES,
NES-4T-USA,Thunder & Lightning,Visco Corporation,Romstar,NTSC (N. America),1990-12,Puzzle,Everyone,2,95474160107,NES-GNROM,THUNDER & LIGHTNING,
NES-T5-USA,Thunderbirds,Pack-In-Video,Activision,NTSC (N. America),1990-09,Shooter,Everyone,1,81183,NES-SLROM,THUNDERBIRDS,
NES-UD-USA,Thundercade,Micronics,American Sammy,NTSC (N. America),1989-07,Action & Adventure,Everyone,2,39471885038,NES-UNROM,THUNDERCADE,
NES-TI-USA,Tiger-Heli,Micronics,Acclaim Entertainment,NTSC (N. America),1987-09,Shooter,Everyone,2,21481102038,NES-CNROM,TIGER-HELI,"1,000,000"
NES-LZ-USA,Time Lord,Rare,Milton Bradley Company,NTSC (N. America),1990-09,Action & Adventure,Everyone,1,32244040931,NES-AMROM,TIME LORD,
NES-5T-USA,Times of Lore,Toho,Toho,NTSC (N. America),1991-05,Action & Adventure,Everyone,1,91521100041,NES-UNROM,TIMES OF LORE,
NES-NI-USA,Tiny Toon Adventures,Konami,Konami,NTSC (N. America),1991-12,Action & Adventure,Everyone,2,83057140011,NES-TLROM,TINY TOON ADVENTURES,
NES-T2-USA,Tiny Toon Adventures 2: Trouble in Wackyland,Konami,Konami,NTSC (N. America),1993-04,Action & Adventure,Everyone,2,83717110330,NES-TLROM,TINY TOON ADVENTURES 2: TROUBLE IN WACKYLAND,
NES-CW-USA,Tiny Toon Adventures Cartoon Workshop,Novotrade International,Konami,NTSC (N. America),1992-12,Action & Adventure,Everyone,1,83717110309,NES-TSROM,TINY TOON ADVENTURES CARTOON WORKSHOP,
NES-ZE-USA,To the Earth,Cirque Verte,Nintendo,NTSC (N. America),1989-11,Action & Adventure,Everyone,1,45496630492,NES-TEROM,TO THE EARTH,
NES-5J-USA,Toki,Daiei Seisakusho,Taito,NTSC (N. America),1991-12,Action & Adventure,Everyone,2,20588010406,NES-TLROM,TOKI,
NES-5Y-USA,Tom and Jerry,Software Creations,Hi Tech Expressions,NTSC (N. America),1991-12,Action & Adventure,Everyone,1,87855000331,NES-TLROM,TOM AND JERRY,
NES-2T-USA,Tombs & Treasure,Compile,Infocom,NTSC (N. America),1991-06,Action & Adventure,Everyone,1,47875700123,NES-SGROM,TOMBS & TREASURE,
NES-TG-USA,Top Gun,Konami,Konami,NTSC (N. America),1987-11,Shooter,Everyone,1,83717110088,NES-UNROM,TOP GUN,"2,000,000"
NES-OG-USA,Top Gun: The Second Mission,Konami,Konami,NTSC (N. America),1990-01,Shooter,Everyone,2,83717110163,KONAMI-TLROM,TOP GUN: THE SECOND MISSION,
NES-W1-USA,Top Players' Tennis,Home Data,Asmik,NTSC (N. America),1990-01,Sports,Everyone,4,96066890013,NES-SLROM,TOP PLAYERS' TENNIS,
NES-L4-USA,Total Recall,Interplay Entertainment,Acclaim Entertainment,NTSC (N. America),1990-08,Action & Adventure,Everyone,1,21481106043,NES-UNROM,TOTAL RECALL,
NES-6T-USA,Totally Rad,Aicom,Jaleco,NTSC (N. America),1991-03,Racing,Everyone,1,32264900185,NES-TLROM,TOTALLY RAD,
NES-T7-USA,Touch Down Fever,SNK,SNK,NTSC (N. America),1991-02,Sports,Everyone,2,18484245008,NES-SFROM,TOUCH DOWN FEVER,
NES-TN-USA,Town & Country Surf Designs: Wood & Water Rage,Atlus,LJN,NTSC (N. America),1988-02,Sports,Everyone,2,23582051529,NES-CNROM,TOWN & COUNTRY SURF DESIGNS: WOOD & WATER RAGE,
NES-TC-USA,Town & Country II: Thrilla's Surfari,Sculptured Software,LJN,NTSC (N. America),1992-03,Sports,Everyone,1,23582051857,ACCLAIM-MC-ACC,TOWN & COUNTRY II: THRILLA'S SURFARI,
NES-TX-USA,Toxic Crusaders,TOSE,Bandai,NTSC (N. America),1992-04,Action & Adventure,Everyone,1,45557073305,NES-TLROM,TOXIC CRUSADERS,
NES-TR-USA,Track & Field,Konami,Konami,NTSC (N. America),1987-04,Sports,Everyone,2,83717110033,NES-CNROM,TRACK & FIELD,
NES-F2-USA,Track & Field II,Konami,Konami,NTSC (N. America),1989-06,Sports,Everyone,2,83717110125,NES-SLROM,TRACK & FIELD II,
NES-7U-USA,Treasure Master,Software Creations,American Softworks,NTSC (N. America),1991-12,Action & Adventure,Everyone,1,7.30E+11,NES-SLROM,TREASURE MASTER,
NES-4A-USA,Trog!,Visual Concepts,Acclaim Entertainment,NTSC (N. America),1991-10,Action & Adventure,Everyone,2,21481104025,NES-UNROM,TROG!,
NES-TJ-USA,Trojan,Capcom,Capcom,NTSC (N. America),1987-02,Action & Adventure,Everyone,2,9119900737,NES-UNROM,TROJAN,
UNR-35-USA,The Trolls in Crazyland,KID,Unreleased,NTSC (N. America),N/A,Action & Adventure,N/A,N/A,N/A,N/A,TROLLS IN CRAZYLAND,
NES-QT-USA,Twin Cobra,Micronics,American Sammy,NTSC (N. America),1990-01,Shooter,Everyone,1,39471885045,NES-TLROM,TWIN COBRA,
NES-2E-USA,Twin Eagle,SETA,Romstar,NTSC (N. America),1989-10,Action & Adventure,Everyone,2,95474100103,NES-UNROM,TWIN EAGLE,
UNR-36-USA,Ufouria: The Saga,Sunsoft,Unreleased,NTSC (N. America),N/A,Action & Adventure,N/A,N/A,N/A,N/A,UFOURIA: THE SAGA,
NES-UL-USA,Ultima III: Exodus,Newtopia Planning,FCI,NTSC (N. America),1989-02,Strategy,Everyone,1,22909100049,NES-SNROM,ULTIMA III: EXODUS,
NES-US-USA,Ultima IV: Quest of the Avatar,"Atelier Double, Infinity",FCI,NTSC (N. America),1990-12,Strategy,Everyone,1,22909100117,NES-SNROM,ULTIMA IV: QUEST OF THE AVATAR,
NES-UT-USA,Ultima V: Warriors of Destiny,Origin Systems,FCI,NTSC (N. America),1993-01,Strategy,Everyone,1,22909100148,NES-SNROM,ULTIMA V: WARRIORS OF DESTINY,
NES-3Z-USA,Ultimate Air Combat,Activision,Activision,NTSC (N. America),1992-04,Action & Adventure,Everyone,1,47875100169,NES-TLROM,ULTIMATE AIR COMBAT,
NES-UJ-USA,Ultimate Basketball,Aicom,American Sammy,NTSC (N. America),1990-09,Sports,Everyone,2,39471885083,NES-TLROM,ULTIMATE BASKETBALL,
NES-XM-USA,The Uncanny X-Men,Pixel,LJN,NTSC (N. America),1989-12,Action & Adventure,Everyone,2,23582051611,NES-UNROM,UNCANNY X-MEN,
NES-QK-USA,Uncharted Waters,Koei,Koei,NTSC (N. America),1991-11,Action & Adventure,Everyone,1,40198000352,NES-ETROM,UNCHARTED WATERS,
NES-UV-USA,Uninvited,Kemco,Kemco*Seika,NTSC (N. America),1991-06,Action & Adventure,Everyone,1,44499000134,NES-TKROM,UNINVITED,
NES-U6-USA,The Untouchables,Special FX Software,Ocean Software,NTSC (N. America),1991-01,Action & Adventure,Everyone,1,20295010010,NES-SLROM,UNTOUCHABLES,
NES-UC-USA,Urban Champion,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1986-06,Fighting,Everyone,2,45496630188,NES-NROM-128,URBAN CHAMPION,
NES-LS-USA,Vegas Dream,HAL Laboratory,HAL America,NTSC (N. America),1990-03,Party,Everyone,4,40458233049,NES-SKROM,VEGAS DREAM,
NES-9G-USA,Vice: Project Doom,Aicom,American Sammy,NTSC (N. America),1991-11,Action & Adventure,Everyone,1,39471905118,NES-TLROM,VICE: PROJECT DOOM,
NES-V8-USA,Videomation,FarSight Studios,THQ,NTSC (N. America),1991-06,Educational,Everyone,1,7.20E+11,NES-CPROM,VIDEOMATION,
NES-VB-USA,Volleyball,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1987-03,Sports,Everyone,2,9.12E+11,NES-NROM-256,VOLLEYBALL,"2,150,000"
NES-WE-USA,Wacky Races,Atlus,Atlus,NTSC (N. America),1992-05,Racing,Everyone,1,7.31E+11,NES-TLROM,WACKY RACES,
NES-ZM-USA,Wall Street Kid,SOFEL,SOFEL,NTSC (N. America),1990-06,Strategy,Everyone,1,93295902012,NES-UNROM,WALL STREET KID,
NES-WB-USA,Wario's Woods,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1994-12,Puzzle,Everyone,2,45496630751,NES-TKEPROM,WARIO'S WOODS,
NES-ZY-USA,Wayne Gretzky Hockey,Bethesda Softworks,THQ,NTSC (N. America),1991-01,Sports,Everyone,2,7.20E+11,NES-UNROM,WAYNE GRETZKY HOCKEY,
NES-Y8-USA,Wayne's World,Radical Entertainment,THQ,NTSC (N. America),1993-11,Action & Adventure,Everyone,1,7.20E+11,NES-TLROM,WAYNE'S WORLD,
NES-S9-USA,WCW Wrestling,Nichibutsu,FCI,NTSC (N. America),1990-04,Sports,Everyone,2,22909100087,NES-TLROM,WCW WRESTLING,
NES-W8-USA,Werewolf: The Last Warrior,"Data East, Sakata SAS",Data East,NTSC (N. America),1990-11,Action & Adventure,Everyone,2,13252002197,NES-TLROM,WEREWOLF: THE LAST WARRIOR,
NES-WF-USA,Wheel of Fortune,Rare,GameTek,NTSC (N. America),1988-09,Party,Everyone,3,43948510002,NES-AOROM,WHEEL OF FORTUNE,
NES-W3-USA,Wheel of Fortune Family Edition,Rare,GameTek,NTSC (N. America),1990-03,Party,Everyone,3,43948510026,NES-ANROM,WHEEL OF FORTUNE FAMILY EDITION,
NES-Y6-USA,Wheel of Fortune: Featuring Vanna White,Imagitec,GameTek,NTSC (N. America),1992-01,Party,Everyone,3,43948510019,NES-AOROM,WHEEL OF FORTUNE: FEATURING VANNA WHITE,
NES-WJ-USA,Wheel of Fortune Junior Edition,Rare,GameTek,NTSC (N. America),1989-10,Party,Everyone,3,43948510019,NES-ANROM,WHEEL OF FORTUNE JUNIOR EDITION,
NES-9K-USA,Where in Time Is Carmen Sandiego?,Distinctive Software,Konami,NTSC (N. America),1991-10,Educational,Everyone,1,83717110231,NES-TKEPROM,WHERE IN TIME IS CARMEN SANDIEGO?,
NES-6W-USA,Where's Waldo?,Bethesda Softworks,THQ,NTSC (N. America),1991-09,Educational,Everyone,1,7.20E+11,NES-TSROM,WHERE'S WALDO?,
NES-WL-USA,Who Framed Roger Rabbit,Rare,LJN,NTSC (N. America),1989-09,Action & Adventure,Everyone,1,4.75E+11,NES-ANROM,WHO FRAMED ROGER RABBIT,
NES-4W-USA,Whomp 'Em,Jaleco,Jaleco,NTSC (N. America),1991-03,Action & Adventure,Everyone,1,32264900192,NES-TLROM,WHOMP 'EM,
NES-W7-USA,Widget,Graphic Research,Atlus,NTSC (N. America),1992-11,Action & Adventure,Everyone,1,7.31E+11,NES-TLROM,WIDGET,
NES-WG-USA,Wild Gunman,"Nintendo, Intelligent Systems",Nintendo,NTSC (N. America),1985-10-18,Shooter,Everyone,1,116422,NES-NROM-128,WILD GUNMAN,
NES-WI-USA,Willow,Capcom,Capcom,NTSC (N. America),1989-12,Action & Adventure,Everyone,1,13388110148,NES-SLROM,WILLOW,
NES-IL-USA,"Win, Lose, or Draw",Riedel Software Productions,Hi Tech Expressions,NTSC (N. America),1990-03,Party,Everyone,2,87855000300,NES-SGROM,"WIN, LOSE, OR DRAW",
NES-WM-USA,Winter Games,Atelier Double,Acclaim Entertainment,NTSC (N. America),1987-09,Sports,Everyone,2,21481102021,NES-SGROM,WINTER GAMES,
NES-09-USA,Wizardry: Proving Grounds of the Mad Overlord,Sir-Tech,Nexoft,NTSC (N. America),1990-07,Strategy,Everyone,1,93992010256,NES-SKROM,WIZARDRY: PROVING GROUNDS OF THE MAD OVERLORD,
NES-32-USA,Wizardry II: The Knight of Diamonds,Sir-Tech,ASCII,NTSC (N. America),1992-04,RPG,Everyone,1,93992010300,NES-TKROM,WIZARDRY II: THE KNIGHT OF DIAMONDS,
NES-WW-USA,Wizards & Warriors,Rare,Acclaim Entertainment,NTSC (N. America),1987-12,Platformer,Everyone,1,21481102045,NES-ANROM,WIZARDS & WARRIORS,
NES-8W-USA,Wizards & Warriors III: Kuros: Visions of Power,Zippo Games,Acclaim Entertainment,NTSC (N. America),1992-03,Platformer,Everyone,1,21481105046,ACCLAIM-AOROM,WIZARDS & WARRIORS III: KUROS: VISIONS OF POWER,
NES-9W-USA,Wolverine,Software Creations,LJN,NTSC (N. America),1991-10,Action & Adventure,Everyone,1,23582051826,NES-TLROM,WOLVERINE,
NES-5E-USA,World Champ,Pixel,Romstar,NTSC (N. America),1991-04,Sports,Everyone,2,95474150108,NES-TLROM,WORLD CHAMP,
NES-WT-USA,World Class Track Meet,Human Entertainment,Nintendo,NTSC (N. America),1988-08,Sports,Everyone,2,7.86E+11,NES-CNROM,WORLD CLASS TRACK MEET,"3,080,000"
NES-WV-USA,World Games,Rare,Milton Bradley Company,NTSC (N. America),1989-03,Sports,Everyone,8,32244048838,NES-ANROM,WORLD GAMES,
NES-WK-USA,Wrath of the Black Manta,AI,Taito,NTSC (N. America),1990-04,Action & Adventure,Everyone,1,20588010178,NES-SLROM,WRATH OF THE BLACK MANTA,
NES-WR-USA,Wrecking Crew,Nintendo Research & Development 1,Nintendo,NTSC (N. America),1985-10-18,Puzzle,Everyone,2,74299009082,NES-NROM-256,WRECKING CREW,
NES-WQ-USA,Wurm: Journey to the Center of the Earth,Cyclone System,Asmik,NTSC (N. America),1991-11,Action & Adventure,Everyone,1,96066900019,NES-TLROM,WURM: JOURNEY TO THE CENTER OF THE EARTH,
NES-K6-USA,WWF King of the Ring,"Gray Matter Interactive, Eastridge Technology",LJN,NTSC (N. America),1993-11,Sports,Everyone,2,23582051901,ACCLAIM-MC-ACC,WWF KING OF THE RING,
NES-HN-USA,WWF WrestleMania,Rare,Acclaim Entertainment,NTSC (N. America),1989-01,Sports,Everyone,6,21481105015,NES-ANROM,WWF WRESTLEMANIA,
NES-W9-USA,WWF WrestleMania Challenge,Rare,LJN,NTSC (N. America),1990-11,Sports,Everyone,2,47600590623,NES-UNROM,WWF WRESTLEMANIA CHALLENGE,
NES-WS-USA,WWF WrestleMania: Steel Cage Challenge,Sculptured Software,LJN,NTSC (N. America),1992-09,Sports,Everyone,2,23582051864,ACCLAIM-MC-ACC,WWF WRESTLEMANIA: STEEL CAGE CHALLENGE,
NES-XE-USA,Xenophobe,Sunsoft,Sunsoft,NTSC (N. America),1988-12,Action & Adventure,Everyone,2,20763110037,NES-SFROM,XENOPHOBE,
NES-XV-USA,Xevious,Namco,Bandai,NTSC (N. America),1988-09,Action & Adventure,Everyone,2,45557873127,NES-NROM-256,XEVIOUS,"1,500,000"
NES-KO-USA,Xexyz,Atlus,Hudson Soft,NTSC (N. America),1990-04,Action & Adventure,Everyone,1,39854000072,NES-SLROM,XEXYZ,
NES-YC-USA,Yo! Noid,Now Production,Capcom,NTSC (N. America),1990-11,Action & Adventure,Everyone,1,13388110247,NES-SLROM,YO! NOID,
NES-YM-USA,Yoshi,Game Freak,Nintendo,NTSC (N. America),1992-06,Puzzle,Everyone,2,45496630690,NES-SFROM,YOSHI,"1,750,000"
NES-CH-USA,Yoshi's Cookie,TOSE,Nintendo,NTSC (N. America),1993-04,Puzzle,Everyone,2,45496630713,NES-TFROM,YOSHI'S COOKIE,"1,120,000"
NES-YJ-USA,The Young Indiana Jones Chronicles,Jaleco,Jaleco,NTSC (N. America),1992-12,Action & Adventure,Everyone,1,32264900260,NES-TLROM,YOUNG INDIANA JONES CHRONICLES,
NES-ZA-USA,Zanac,Compile,FCI,NTSC (N. America),1987-10,Action & Adventure,Everyone,1,22909100025,NES-UNROM,ZANAC,
